"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q8","Q9_First.Click","Q9_Last.Click","Q9_Page.Submit","Q9_Click.Count","Q13","Q10_First.Click","Q10_Last.Click","Q10_Page.Submit","Q10_Click.Count","Q11_First.Click","Q11_Last.Click","Q11_Page.Submit","Q11_Click.Count","Q12_First.Click","Q12_Last.Click","Q12_Page.Submit","Q12_Click.Count","id","Q2_1","Q2_2","Q2_3","Q2_4","Q2_5","Q2_6","Q2_7","Q2_8","Q2_9","Q2_10","Q2_11","Q2_12","Q2_13","Q2_14","Q2_15","Q2_16","Q2_17","Q2_18","Q2_19","Q2_20","Q2_21","Q4_1","Q4_2","Q4_3","Q4_4","Q4_5","Q4_6","Q4_7","Q4_8","Q4_9","Q4_10","Q4_11","Q4_12","Q4_13","Q4_14","Q4_15","Q4_16","Q4_17","Q4_18","Q4_19","Q4_20","Q5_1","Q5_2","Q5_3","Q5_4","Q5_5","Q5_6","Q5_7","Q5_8","Q5_9","Q5_10","Q5_11","Q5_12","Q5_13","Q5_14","Q5_15","Q5_16","Q5_17","Q5_18","Q5_19","Q5_20","totalbad"
"343","4/30/18 1:42","4/30/18 1:48",0,"146.7.4.85",100,356,1,"4/30/18 1:48","R_27llnvCLajwGssq",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.763,5.644,7.589,2,"19",6.764,111.93,113.494,26,3.031,110.419,112.446,21,7.595,118.713,120.128,22,55313,4,5,3,5,5,5,5,5,5,3,5,4,3,4,5,4,5,5,5,4,1,5,5,4,4,4,5,3,2,5,3,2,5,5,5,5,3,5,3,5,4,5,5,4,4,2,5,2,5,5,5,4,4,5,5,4,3,4,3,4,3,3
"344","4/30/18 10:30","4/30/18 10:36",0,"146.7.113.5",100,342,1,"4/30/18 10:36","R_tXRRDKsfCXFWpHP",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.535,3.535,5.919,1,"19",6.948,112.324,113.838,22,12.048,115.227,117.131,21,7.873,107.263,108.222,21,55184,2,2,2,2,3,2,4,4,4,2,4,4,2,2,2,2,4,4,4,4,1,2,4,3,2,2,2,1,2,2,2,3,4,3,4,4,2,4,3,4,4,4,4,2,3,2,3,3,2,3,5,4,4,2,4,3,3,3,3,4,2,3
"345","4/30/18 10:45","4/30/18 10:51",0,"146.7.4.85",100,359,1,"4/30/18 10:51","R_2ctFXM5vrJwckbK",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,4.434,13.282,17.859,7,"20",3.992,78.399,82.606,24,6.212,124.478,126.015,27,10.943,115.065,119.848,24,55194,2,1,1,1,3,1,3,4,4,1,1,2,1,1,1,1,1,1,2,1,1,3,2,2,2,1,3,1,3,1,1,1,3,2,1,3,1,1,1,3,4,3,3,4,2,3,2,2,2,2,2,2,2,3,4,3,3,2,3,2,4,2
"346","4/30/18 12:13","4/30/18 12:30",0,"146.7.4.87",100,1020,1,"4/30/18 12:30","R_2tbdXI8JRCxbsfa",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.677,2.677,4.947,1,"19",50.288,137.59,138.652,22,6.919,826.932,828.895,22,5.96,65.075,66.082,21,55791,4,4,3,4,4,3,4,4,3,4,4,4,1,3,4,4,4,5,3,3,1,3,3,4,4,2,4,2,1,3,2,2,3,2,5,3,3,5,1,5,4,5,5,5,4,3,4,3,3,3,5,3,2,3,3,4,3,2,3,4,4,5
"347","4/30/18 12:32","4/30/18 12:38",0,"146.7.45.26",100,301,1,"4/30/18 12:38","R_9uGnK4jkrmcCc2B",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.448,3.448,14.561,1,"18",5.311,84.844,85.993,27,1.907,95.172,96.173,30,7.608,97.657,98.923,24,55773,3,4,4,4,4,4,4,4,3,3,4,4,2,3,4,3,4,3,5,4,1,4,3,5,4,4,4,1,3,3,3,1,2,5,3,3,3,3,1,4,4,4,4,2,4,2,3,3,3,5,4,3,1,4,4,3,3,4,3,4,2,3
"348","4/30/18 12:36","4/30/18 12:45",0,"146.7.4.85",100,501,1,"4/30/18 12:45","R_28Zd7W2TCE9Bb65",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,5.078,5.078,9.382,1,"19",12.439,201.246,202.987,24,7.412,140.343,142.564,22,11.845,138.635,140.257,23,55832,2,4,4,4,4,2,3,4,4,2,3,4,3,4,4,4,4,3,3,4,1,4,3,4,3,2,4,1,3,2,1,1,4,3,4,4,1,1,1,4,4,3,4,3,3,3,2,4,3,4,3,4,1,3,4,2,3,3,4,2,1,5
"350","4/30/18 13:57","4/30/18 14:02",0,"146.7.4.90",100,273,1,"4/30/18 14:02","R_DAfKN9g6J4LHnnr",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.892,17.318,20.12,6,"18",1.526,86.054,87.904,26,5.952,52.448,54.9,22,11.118,108.176,109.504,21,54811,3,2,3,3,3,4,3,3,3,2,3,3,4,3,3,3,3,3,4,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,5,4,3,3,3,4,3,4,4,3,5,3,3,3,3,4,3,3,2
"351","4/30/18 14:39","4/30/18 14:47",0,"146.7.4.84",100,463,1,"4/30/18 14:47","R_0uFHHHUczhWTzhL",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,18.776,18.776,27.764,1,"19",17.97,131.776,135.68,22,10.746,231.43,245.882,25,3.79,70.368,74.046,26,54643,4,5,4,5,4,5,4,3,5,4,4,3,3,5,5,5,5,3,5,4,1,5,4,4,5,5,5,4,3,4,5,5,4,5,5,5,5,5,4,4,4,5,5,5,5,4,5,5,4,4,4,5,5,4,4,4,3,5,5,4,4,1
"354","4/30/18 15:47","4/30/18 15:51",0,"199.255.163.20",100,230,1,"4/30/18 15:51","R_1mC8TJ7VTYxOpcu",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,3.712,3.712,9.041,1,"19",29.646,100.857,102.165,25,2.267,57.926,58.734,24,3.055,52.705,53.729,24,55409,2,4,3,4,4,3,3,4,5,4,4,4,3,4,4,4,4,3,4,4,1,4,4,4,3,3,3,3,3,4,3,2,3,3,3,4,5,3,1,4,4,4,3,4,4,3,3,4,3,4,4,3,2,3,2,4,3,4,3,4,4,4
"355","4/30/18 16:02","4/30/18 16:08",0,"146.7.4.83",100,368,1,"4/30/18 16:08","R_2ro60x7thtuwzhh",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,1.247,3.484,7.455,3,"19",4.075,116.317,117.364,95,1.505,117.74,118.959,77,3.487,115.341,116.203,86,55714,4,4,4,4,4,5,5,4,4,3,4,3,4,2,4,4,3,3,5,4,1,5,4,4,4,4,4,1,4,4,3,4,4,4,4,4,3,1,2,3,4,3,3,2,4,2,2,2,4,4,2,5,3,4,3,4,3,5,3,4,2,3
"356","4/30/18 16:10","4/30/18 16:15",0,"146.7.4.83",100,301,1,"4/30/18 16:15","R_21EY3fye2b6AlzW",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,15.301,18.389,21.844,3,"18",7.592,81.968,83.412,28,3.902,52.411,54.652,23,9.058,135.456,137.432,25,54863,2,4,3,3,2,2,3,2,2,3,4,2,2,2,3,3,2,3,2,2,1,2,2,3,3,3,2,3,3,3,3,2,2,2,2,4,3,3,1,2,4,3,2,4,4,2,3,3,3,4,5,1,1,4,4,4,3,4,5,4,3,4
"358","4/30/18 17:03","4/30/18 17:16",0,"173.20.164.90",100,798,1,"4/30/18 17:16","R_3kohBjjALdX0vTJ",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,2.632,2.632,4.702,1,"19",9.056,206.218,209.844,26,70.111,370.398,372.505,26,5.519,215.673,217.353,22,54648,2,4,4,4,4,4,4,4,5,4,5,4,3,4,5,4,4,4,5,5,1,5,4,5,4,4,5,1,3,4,2,2,4,4,5,5,3,4,1,4,4,5,5,4,4,2,4,5,4,5,4,5,2,4,4,4,3,5,3,5,5,4
"359","4/30/18 20:46","4/30/18 20:54",0,"146.7.4.87",100,453,1,"4/30/18 20:54","R_5jsHdvvYxOO0b8B",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,21.981,21.981,28.935,1,"19",6.327,126.545,127.682,21,43.413,153.106,154.574,21,11.619,145.881,147.871,21,55331,3,2,2,4,4,4,4,4,4,4,4,5,1,2,2,2,4,5,2,4,1,4,4,3,3,3,3,2,1,4,3,1,3,3,5,2,2,3,1,5,4,5,4,5,3,2,3,2,2,3,5,1,1,3,2,3,3,3,4,4,4,5
"360","4/30/18 20:53","4/30/18 21:01",0,"146.7.4.84",100,480,1,"4/30/18 21:01","R_3KT5jVHrd7mhDxm",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,9.365,9.365,15.429,1,"19",6.334,101.958,105.46,28,9.669,122.781,125.555,24,72.116,241.506,242.408,26,55270,3,4,4,3,4,3,4,4,4,3,3,3,3,3,4,5,3,3,4,4,1,4,4,4,3,4,4,1,3,4,4,1,4,3,2,4,2,3,1,3,4,3,3,3,4,2,3,3,4,4,3,3,1,3,3,4,3,4,3,3,3,3
"361","4/30/18 22:03","4/30/18 22:08",0,"146.7.4.85",100,305,1,"4/30/18 22:08","R_23erUmsSEqWSEx2",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,4.26,4.26,8.089,1,"19",8.199,84.635,87.483,22,4.375,87.698,102.843,21,7.293,101.207,106.971,18,54800,3,5,4,3,5,4,2,5,3,4,4,5,3,5,4,4,4,5,4,4,1,4,3,5,4,3,4,3,4,3,2,3,3,2,3,4,4,4,2,4,4,5,5,5,5,5,5,5,4,4,3,5,2,4,3,4,3,3,4,5,4,4
"362","4/30/18 22:03","4/30/18 22:11",0,"146.7.4.88",100,449,1,"4/30/18 22:11","R_6XPJ9BGW1VkezZv",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,10.011,14.055,17.442,2,"19",9.26,150.994,152.093,27,3.819,110.345,111.14,26,30.36,160.92,162.824,26,54655,4,5,5,5,5,5,5,5,5,3,5,5,1,5,5,5,5,5,5,4,1,5,5,5,5,5,5,1,1,5,4,1,5,5,5,5,2,5,3,5,4,5,5,5,5,4,4,4,4,5,5,2,3,4,4,5,3,4,5,5,4,3
"363","4/30/18 22:56","4/30/18 23:07",0,"146.7.4.84",100,638,1,"4/30/18 23:07","R_USImkaCujaQA4I9",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,40.747,40.747,44.938,1,"19",14.628,260.813,262.838,28,7.787,216.667,218.841,25,13.271,135.786,139.292,22,54684,4,4,3,4,4,4,5,4,5,3,5,5,1,3,4,4,5,4,4,5,1,4,5,3,4,3,4,1,3,5,3,4,5,5,5,5,3,5,2,5,4,3,5,2,5,3,3,4,4,4,5,5,3,4,3,4,3,4,5,4,2,5
"364","5/1/18 10:42","5/1/18 10:47",0,"146.7.4.74",100,296,1,"5/1/18 10:47","R_OrutU7a36Sz56Jr",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,4.994,4.994,9.075,1,"19",8.655,99.684,101.31,23,7.117,99.502,101.499,21,5.637,81.08,82.716,20,55382,3,3,3,3,4,3,4,4,3,3,4,5,1,3,4,4,5,4,3,3,1,4,4,4,2,3,5,1,3,5,2,1,3,4,5,5,3,4,4,5,4,5,5,4,5,4,4,3,2,4,5,3,2,4,4,3,3,2,4,4,4,4
"365","5/1/18 10:48","5/1/18 10:56",0,"99.45.213.83",100,491,1,"5/1/18 10:56","R_3emKIntDj6adr9L",NA,NA,NA,NA,37.02709961,-93.31929779,"anonymous","EN",1,7.3,36.28,39.435,9,"19",10.064,134.965,138.531,22,11.585,35.747,37.934,20,6.047,277.305,279.442,21,55770,2,3,4,4,4,4,4,4,3,4,4,4,4,2,4,4,4,3,5,3,1,3,2,4,3,3,2,4,3,3,3,4,4,3,2,3,2,2,3,3,4,3,3,5,3,3,4,4,3,3,3,5,3,3,4,3,3,4,3,4,2,3
"366","5/1/18 11:06","5/1/18 11:12",0,"146.7.4.84",100,387,1,"5/1/18 11:12","R_3q7ODEpwCCBDReT",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.884,3.544,5.4,2,"19",6.19,114.65,115.926,30,8.904,143.004,143.77,27,5.222,141.592,143,27,55345,4,4,5,5,4,4,5,5,5,1,5,5,1,4,4,4,5,5,4,4,1,4,5,4,3,4,5,2,1,4,3,1,5,5,5,4,2,5,1,5,4,5,5,5,5,5,3,3,4,5,5,1,1,4,2,4,3,3,3,5,5,5
"368","5/1/18 11:20","5/1/18 11:27",0,"146.7.4.91",100,405,1,"5/1/18 11:27","R_2bHqhsqyTIkSZCS",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,6.212,28.621,31.229,4,"19",7.731,111.721,114.533,21,4.548,113.613,116.079,22,6.243,138.069,141.682,24,55353,3,4,4,4,4,4,4,4,4,2,4,4,2,4,2,4,3,4,4,4,1,5,3,5,3,4,4,1,1,4,4,5,4,3,4,4,2,4,2,5,4,3,4,1,4,1,3,2,4,4,5,4,4,5,3,2,3,5,2,4,3,4
"369","5/1/18 11:27","5/1/18 11:32",0,"146.7.4.74",100,267,1,"5/1/18 11:32","R_1jAI0T2JRTEqZiJ",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,4.992,8.304,9.131,2,"20",8.336,66.888,69.11,21,10.202,81.306,83.375,21,10.469,75.169,76.501,22,55149,4,4,4,4,4,4,4,4,4,3,5,5,1,3,4,4,5,5,5,5,1,4,3,4,4,4,4,2,4,4,4,1,3,4,5,5,3,5,1,5,4,5,5,3,4,3,5,4,3,4,4,2,1,4,3,4,3,4,4,5,5,5
"370","5/1/18 11:37","5/1/18 11:45",0,"146.7.4.88",100,513,1,"5/1/18 11:45","R_1d5YC8Do40X4PQ9",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,11.072,20.492,28.782,4,"19",5.802,166.568,168.771,24,6.694,224.932,226.321,26,4.93,88.47,91.438,23,54632,4,5,4,4,5,4,4,4,4,3,3,4,4,3,4,4,3,3,5,4,1,4,4,4,3,3,4,1,2,3,2,1,4,2,3,4,2,1,1,4,4,3,2,3,4,4,4,1,4,4,2,1,1,3,2,4,3,4,4,4,5,4
"371","5/1/18 12:34","5/1/18 12:43",0,"146.7.4.84",100,576,1,"5/1/18 12:43","R_1msfvewWCX5fxos",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,6.251,6.251,15.274,1,"19",8.691,144.785,149.195,21,9.801,223.014,225.185,20,19.532,178.602,182.939,20,55352,2,3,2,3,3,3,4,3,3,2,2,3,1,2,4,3,3,2,4,3,1,3,2,4,3,2,3,1,2,2,3,1,3,2,4,4,1,3,1,4,4,4,1,4,3,2,2,3,2,3,2,4,1,3,3,3,3,4,4,3,3,3
"372","5/1/18 12:55","5/1/18 13:01",0,"146.7.4.83",100,351,1,"5/1/18 13:01","R_1GPNpWMicw6zfN6",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,12.619,12.619,16.25,1,"19",8.954,84.802,86.241,21,5.657,107.653,110.229,20,29.596,142.291,143.863,22,55683,3,3,2,3,4,2,3,4,4,2,4,3,2,3,3,2,3,2,4,4,1,3,4,4,3,2,4,2,3,2,2,1,4,4,4,4,3,1,1,4,4,4,4,2,3,4,2,3,3,3,4,5,1,2,4,4,3,4,3,2,5,4
"373","5/1/18 13:16","5/1/18 13:31",0,"146.7.4.86",100,904,1,"5/1/18 13:31","R_2fJr74oKxtyFP2b",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,11.349,11.349,13.601,1,"19",6.118,165.191,166.64,28,3.615,91.814,95.482,23,9.057,372.961,374.793,24,55212,3,3,4,5,5,4,5,5,5,2,5,5,1,4,5,5,5,5,5,4,1,4,4,5,5,4,4,2,3,4,4,4,4,5,5,5,4,5,1,5,4,5,5,4,4,4,3,3,4,4,5,5,2,3,4,4,3,4,5,4,2,3
"374","5/1/18 13:56","5/1/18 14:03",0,"146.7.4.92",100,422,1,"5/1/18 14:03","R_27gk39RftvcrDeJ",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,11.931,16.697,18.514,2,"18 years ",5.311,134.549,136.247,22,8.679,135.748,137.184,24,6.464,126.016,128.265,22,55209,4,2,4,2,5,3,5,5,4,2,4,3,3,3,5,3,2,2,5,5,1,4,4,4,3,4,5,1,3,4,3,1,4,4,3,3,2,2,1,2,4,2,2,5,4,1,2,2,3,4,3,3,1,2,2,4,3,4,3,3,3,4
"375","5/1/18 14:04","5/1/18 14:12",0,"146.7.4.87",100,489,1,"5/1/18 14:12","R_3iCiUBZlePdvBDI",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,17.602,17.602,31.573,1,"19",21.587,156.257,158.031,22,8.936,126.26,129.385,22,13.273,164.906,167.391,22,54637,4,2,4,4,4,2,4,4,4,2,2,2,1,3,4,4,1,4,3,3,1,4,3,4,4,2,5,1,1,4,4,4,5,4,4,5,2,4,1,3,4,2,4,2,4,5,2,4,3,4,2,4,1,4,4,2,3,2,4,4,4,3
"376","5/1/18 14:05","5/1/18 14:20",0,"146.7.4.85",100,910,1,"5/1/18 14:20","R_2tG980phPhWodYM",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,10.305,11.007,25.508,2,"19",5.475,103.581,104.739,23,8.127,104.389,107.145,20,3.188,712.15,718.589,20,55349,1,2,2,2,4,2,4,4,4,1,1,1,1,1,1,2,1,1,4,4,1,4,2,4,1,2,4,1,1,2,1,1,4,1,1,1,1,1,1,1,4,1,1,4,4,4,1,4,1,1,1,4,1,1,1,4,3,4,4,2,4,3
"379","5/1/18 16:06","5/1/18 16:12",0,"146.7.4.79",100,326,1,"5/1/18 16:12","R_2cu55SdBYkKAHUh",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.532,2.532,4.955,1,"21",4.503,75.554,77.729,22,4.566,95.885,97.949,24,2.529,142.724,144.239,20,54528,4,4,4,4,4,4,4,4,4,3,4,5,5,3,4,4,5,5,5,4,1,4,4,5,3,3,5,3,1,4,3,4,5,4,5,4,4,4,1,5,4,5,5,5,5,5,5,4,4,4,5,5,1,4,5,4,3,5,1,5,3,5
"380","5/1/18 16:43","5/1/18 16:45",0,"146.7.4.92",100,143,1,"5/1/18 16:45","R_2zSendx63D4nm9E",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.992,3.992,8.338,1,"19",2.494,35.91,42.304,22,10.156,28.322,42.894,20,12.876,39.588,41.406,21,55709,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
"381","5/1/18 16:46","5/1/18 16:52",0,"146.7.4.91",100,314,1,"5/1/18 16:52","R_3LdTY0j8qLQsst3",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,6.661,10.414,12.639,2,"19",4.578,88.202,89.593,25,7.767,115.479,117.069,25,4.831,86.838,88.346,23,55272,4,3,3,3,3,4,4,4,4,2,4,3,3,3,2,3,4,4,4,3,1,4,3,4,3,2,2,3,3,3,3,3,4,3,3,2,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,4,2,4,4,4,3,4,4,3,2,1
"382","5/1/18 17:49","5/1/18 17:56",0,"45.20.79.56",100,452,1,"5/1/18 17:56","R_1f8DyvIcJsJ65nN",NA,NA,NA,NA,37.21899414,-93.31759644,"anonymous","EN",1,8.542,8.542,12.092,1,"19",17.333,126.913,128.924,25,55.097,129.331,131.035,23,101.321,171.916,173.636,24,54681,4,4,5,4,4,4,5,5,5,3,4,4,2,4,5,5,4,4,4,4,1,4,4,4,3,3,4,2,2,4,4,2,4,4,4,4,2,3,1,4,4,4,4,4,4,4,4,3,3,4,3,2,3,4,4,4,3,5,4,4,4,3
"383","5/1/18 19:44","5/1/18 19:48",0,"146.7.4.89",100,256,1,"5/1/18 19:48","R_3EF1hXHEuE5gdws",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,20.713,20.713,24.211,1,"19",11.131,78.9,81.384,23,11.061,77.38,80.371,20,5.653,65.589,66.889,22,55189,4,4,4,4,4,4,5,4,4,2,3,2,2,4,4,4,2,3,2,4,1,4,4,4,4,3,4,2,2,3,2,4,5,4,4,5,2,4,2,2,4,3,3,5,3,4,4,4,4,4,3,4,4,5,4,4,3,4,4,3,3,3
"385","5/1/18 21:26","5/1/18 21:33",0,"146.7.4.82",100,403,1,"5/1/18 21:33","R_3OiWkeh6p4fALvD",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,8.15,14.755,17.12,3,"",7.142,93.124,94.208,21,10.144,71.687,73.558,22,5.576,205.093,206.807,22,54519,3,3,2,4,3,3,4,4,4,3,4,3,2,3,4,4,3,2,3,4,1,4,3,2,3,4,4,2,2,4,2,2,2,2,2,4,3,4,1,3,4,2,2,4,4,4,2,4,4,2,2,3,2,3,4,4,3,4,3,2,4,3
"386","5/1/18 21:49","5/1/18 21:56",0,"146.7.4.83",100,464,1,"5/1/18 21:56","R_1P5CX9lH2K0EpqA",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,5.739,32.291,34.859,3,"19",2.702,140.766,142.16,25,0.693,175.083,176.366,29,6.208,114.097,115.277,24,55257,3,3,4,3,4,3,4,4,4,1,3,4,2,3,4,4,3,3,5,4,1,3,4,4,3,2,5,4,3,3,1,1,3,3,3,5,1,1,1,5,4,5,3,5,3,3,3,3,3,4,4,1,1,3,4,4,3,1,3,3,5,4
"388","5/1/18 22:20","5/1/18 22:29",0,"173.17.55.181",100,578,1,"5/1/18 22:29","R_0uCGyWLpNDHbQ5z",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,16.398,16.398,36.017,1,"21",13.913,138.672,140.554,21,24.251,192.557,197.453,21,39.468,194.933,199.513,20,54642,2,1,2,4,4,4,4,3,3,1,3,3,1,1,2,2,3,3,4,4,1,4,3,5,3,3,5,1,1,3,1,1,4,4,5,3,2,1,1,3,4,4,3,1,3,4,2,3,3,4,3,2,1,3,2,3,3,3,1,2,4,5
"389","5/1/18 22:23","5/1/18 22:34",0,"146.7.4.88",100,647,1,"5/1/18 22:34","R_3lSKXUhv2Z2PBLU",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,1.069,9.13,11.212,10,"18",2.533,91.622,92.329,67,8.726,111.739,111.771,54,2.076,436.499,436.534,55,54873,4,2,4,5,4,3,4,4,5,2,2,5,4,3,4,4,4,2,4,4,1,4,3,2,2,2,5,1,2,4,4,1,5,2,5,4,1,2,1,4,4,4,2,4,4,2,1,3,3,4,5,1,1,3,5,4,3,1,4,4,4,3
"390","5/1/18 22:25","5/1/18 22:38",0,"108.211.255.114",100,730,1,"5/1/18 22:38","R_2dxKUy5rvOH7BIM",NA,NA,NA,NA,37.21899414,-93.31759644,"anonymous","EN",1,64.943,64.943,67.681,1,"23",12.626,124.692,126.027,26,241.794,367.72,371.952,23,31.368,160.72,163.517,21,54624,1,1,1,1,3,1,3,3,2,1,1,1,1,1,2,1,1,1,2,2,1,2,3,2,2,1,2,2,1,1,1,2,3,2,1,1,2,1,1,1,3,1,1,3,2,3,3,1,1,1,1,3,1,1,2,2,3,1,1,1,2,1
"391","5/1/18 23:01","5/1/18 23:09",0,"146.7.4.88",100,495,1,"5/1/18 23:09","R_DvkU1M6mltkItuF",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,29.186,41.609,50.941,3,"19",21.328,156.607,158.947,21,6.134,96.499,97.747,21,7.848,167.462,185.07,20,55233,4,4,2,2,4,2,4,5,4,2,4,3,3,3,4,4,4,4,4,2,1,5,2,4,4,4,5,2,1,4,4,1,5,5,2,4,2,4,1,3,4,3,3,2,4,4,2,4,4,4,5,2,1,4,2,5,3,4,4,4,4,3
"392","5/1/18 23:56","5/2/18 0:03",0,"146.7.4.85",100,418,1,"5/2/18 0:03","R_YPpkN8jMujrd0ch",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,7.133,9.03,10.298,2,"19",21.933,141.467,142.503,25,5.608,117.095,118.66,22,8.209,140.51,142.621,24,54833,4,4,4,4,5,3,4,5,5,4,4,5,2,3,5,4,4,3,5,5,1,5,3,5,3,4,4,2,3,4,4,1,4,3,5,5,2,1,1,5,4,4,3,3,4,3,2,3,3,2,3,4,2,3,3,4,3,4,4,4,2,4
"393","5/2/18 0:26","5/2/18 0:32",0,"12.50.138.157",100,396,1,"5/2/18 0:32","R_CmlVYWqVXyGkdWx",NA,NA,NA,NA,37.20610046,-93.30319977,"anonymous","EN",1,27.344,27.344,42.668,1,"19",2.906,97.724,101.432,24,7.787,102.554,104.867,24,33.915,133.737,136.375,22,54721,3,2,3,4,3,2,5,4,4,1,3,4,1,1,3,3,4,4,5,4,1,3,2,2,2,2,4,1,1,3,1,1,4,3,4,5,1,1,1,4,4,4,4,4,4,2,3,3,2,2,3,5,1,3,4,3,3,4,4,3,1,4
"394","5/2/18 2:20","5/2/18 2:27",0,"146.7.4.85",100,452,1,"5/2/18 2:27","R_R9buUmRkQ6dZnAB",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,6.426,14.291,15.749,3,"19",6.08,159.301,161.831,29,6.826,135.559,135.793,22,7.724,155.231,157.498,23,54732,4,4,5,5,4,4,4,4,4,2,4,4,3,4,5,4,4,4,5,4,1,4,3,5,4,4,5,1,1,4,4,1,3,3,4,5,1,2,1,4,4,4,4,4,4,3,3,3,4,3,4,5,3,4,3,5,3,5,5,5,1,3
"396","5/2/18 10:40","5/2/18 10:46",0,"146.7.4.71",100,383,1,"5/2/18 10:46","R_1MWemlEa1KZoNIq",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.036,4.001,6.449,2,"19",19.226,150.623,152.2,28,5.73,104.855,105.771,24,2.436,111.147,112.273,25,54810,5,5,5,4,4,4,5,4,4,5,5,5,5,5,5,4,5,5,5,5,1,5,4,5,5,4,5,4,3,5,4,1,5,5,5,5,4,5,5,5,4,5,5,5,4,5,4,4,5,4,5,1,5,5,3,4,3,5,4,5,5,2
"397","5/2/18 12:23","5/2/18 12:34",0,"146.7.4.71",100,703,1,"5/2/18 12:34","R_bxXjGwzleWfDxGV",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,32.785,32.785,36.428,1,"20",5.772,160.872,163.23,25,12.191,160.536,162.358,26,184.567,332.836,334.451,23,55160,3,4,5,4,5,4,5,4,5,3,4,4,3,4,5,5,5,4,3,4,1,3,3,4,3,4,4,1,5,3,2,1,2,5,3,4,3,4,2,3,4,4,3,4,3,2,3,4,3,4,3,3,2,5,4,5,3,5,5,3,2,3
